@relation trafico

@attribute dia {Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo}
@attribute mes {Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre}
@attribute hora numeric
@attribute tipo {Laboral,Festivo,Víspera}
@attribute cantidad numeric
@attribute lluvia {si, no}

@data
Jueves,Agosto,11,Laboral,5563,no
Viernes,Agosto,11,Laboral,6069,no
Sábado,Agosto,11,Víspera,4628,no
Domingo,Agosto,11,Festivo,3200,no
Lunes,Agosto,12,Laboral,6382,no
Martes,Agosto,12,Laboral,6364,no
Miércoles,Agosto,12,Laboral,6223,no
Jueves,Agosto,12,Laboral,6542,no
Viernes,Agosto,12,Laboral,6646,no
Sábado,Agosto,12,Víspera,5387,no
Domingo,Agosto,12,Festivo,4392,no
Lunes,Agosto,13,Laboral,6749,no
Martes,Agosto,13,Laboral,6576,no
Miércoles,Agosto,13,Laboral,6210,no
Jueves,Agosto,13,Laboral,6872,no
Viernes,Agosto,13,Laboral,6742,no
Sábado,Agosto,13,Víspera,5745,no
Domingo,Agosto,13,Festivo,4747,no
Lunes,Agosto,14,Laboral,7118,no
Martes,Agosto,14,Laboral,7234,no
Miércoles,Agosto,14,Laboral,7499,no
Jueves,Agosto,14,Laboral,7485,no
Viernes,Agosto,14,Laboral,7584,no
Sábado,Agosto,14,Víspera,6085,no
Domingo,Agosto,14,Festivo,4807,no
Lunes,Agosto,15,Laboral,6305,no
Martes,Agosto,15,Laboral,7496,no
Miércoles,Agosto,15,Laboral,6769,no
Jueves,Agosto,15,Laboral,7814,no
Viernes,Agosto,15,Laboral,5981,no
Sábado,Agosto,15,Víspera,5242,no
Domingo,Agosto,15,Festivo,3837,no
Lunes,Agosto,16,Laboral,4952,no
Martes,Agosto,16,Laboral,7369,no
Miércoles,Agosto,16,Laboral,7888,no
Jueves,Agosto,16,Laboral,7538,no
Viernes,Agosto,16,Laboral,7226,no
Sábado,Agosto,16,Víspera,3950,no
Domingo,Agosto,16,Festivo,3169,no
Lunes,Agosto,17,Laboral,5090,no
Martes,Agosto,17,Laboral,7140,no
Miércoles,Agosto,17,Laboral,7448,no
Jueves,Agosto,17,Laboral,7186,no
Viernes,Agosto,17,Laboral,5900,no
Sábado,Agosto,17,Víspera,4134,no
Domingo,Agosto,17,Festivo,3465,no
Lunes,Agosto,18,Laboral,5738,no
Martes,Agosto,18,Laboral,6782,no
Miércoles,Agosto,18,Laboral,6736,no
Jueves,Agosto,18,Laboral,6941,no
Viernes,Agosto,18,Laboral,6245,no
Sábado,Agosto,18,Víspera,4424,no
Domingo,Agosto,18,Festivo,4041,no
Lunes,Agosto,19,Laboral,5988,no
Martes,Agosto,19,Laboral,6207,no
Miércoles,Agosto,19,Laboral,5986,no
Jueves,Agosto,19,Laboral,6360,no
Viernes,Agosto,19,Laboral,5961,no
Sábado,Agosto,19,Víspera,4227,no
Domingo,Agosto,19,Festivo,3488,no
Lunes,Agosto,20,Laboral,6112,no
Martes,Agosto,20,Laboral,5777,no
Miércoles,Agosto,20,Laboral,5380,no
Jueves,Agosto,20,Laboral,4983,no
Viernes,Agosto,20,Laboral,5237,no
Sábado,Agosto,20,Víspera,4272,no
Domingo,Agosto,20,Festivo,2922,no
Lunes,Agosto,21,Laboral,6423,no
Martes,Agosto,21,Laboral,6139,no
Miércoles,Agosto,21,Laboral,5751,no
Jueves,Agosto,21,Laboral,4420,no
Viernes,Agosto,21,Laboral,6144,no
Sábado,Agosto,21,Víspera,5306,no
Domingo,Agosto,21,Festivo,4425,no
Lunes,Agosto,22,Laboral,6082,no
Martes,Agosto,22,Laboral,4652,no
Miércoles,Agosto,22,Laboral,4628,no
Jueves,Agosto,22,Laboral,5118,no
Viernes,Agosto,22,Laboral,5087,no
Sábado,Agosto,22,Víspera,5224,no
Domingo,Agosto,22,Festivo,4147,no
Lunes,Agosto,23,Laboral,4210,no
Martes,Agosto,23,Laboral,3094,no
Miércoles,Agosto,23,Laboral,3032,no
Jueves,Agosto,23,Laboral,3157,no
Viernes,Agosto,23,Laboral,3551,no
Sábado,Agosto,23,Víspera,3850,no
Domingo,Agosto,23,Festivo,2855,no
Lunes,Agosto,24,Laboral,2127,no
Martes,Agosto,24,Laboral,1617,no
Miércoles,Agosto,24,Laboral,1636,no
Jueves,Agosto,24,Laboral,1817,no
Viernes,Agosto,24,Laboral,2345,no
Sábado,Agosto,24,Víspera,2640,no
Domingo,Agosto,24,Festivo,1679,no
Lunes,Agosto,1,Laboral,875,no
Martes,Agosto,1,Laboral,845,no
Miércoles,Agosto,1,Laboral,891,no
Jueves,Agosto,1,Laboral,1145,no
Viernes,Agosto,1,Laboral,1168,no
Sábado,Agosto,1,Víspera,1609,no
Domingo,Agosto,1,Festivo,1627,no
Lunes,Agosto,2,Laboral,514,no
Martes,Agosto,2,Laboral,459,no
Miércoles,Agosto,2,Laboral,442,no
Jueves,Agosto,2,Laboral,610,no
Viernes,Agosto,2,Laboral,619,no
Sábado,Agosto,2,Víspera,1033,no
Domingo,Agosto,2,Festivo,1120,no
Lunes,Agosto,3,Laboral,226,no
Martes,Agosto,3,Laboral,332,no
Miércoles,Agosto,3,Laboral,291,no
Jueves,Agosto,3,Laboral,318,no
Viernes,Agosto,3,Laboral,354,no
Sábado,Agosto,3,Víspera,686,no
Domingo,Agosto,3,Festivo,779,no
Lunes,Agosto,4,Laboral,201,no
Martes,Agosto,4,Laboral,303,no
Miércoles,Agosto,4,Laboral,263,no
Jueves,Agosto,4,Laboral,275,no
Viernes,Agosto,4,Laboral,354,no
Sábado,Agosto,4,Víspera,462,no
Domingo,Agosto,4,Festivo,557,no
Lunes,Agosto,5,Laboral,277,no
Martes,Agosto,5,Laboral,376,no
Miércoles,Agosto,5,Laboral,367,no
Jueves,Agosto,5,Laboral,406,no
Viernes,Agosto,5,Laboral,416,no
Sábado,Agosto,5,Víspera,442,no
Domingo,Agosto,5,Festivo,469,no
Lunes,Agosto,6,Laboral,902,no
Martes,Agosto,6,Laboral,1240,no
Miércoles,Agosto,6,Laboral,1208,no
Jueves,Agosto,6,Laboral,1272,no
Viernes,Agosto,6,Laboral,1244,no
Sábado,Agosto,6,Víspera,848,no
Domingo,Agosto,6,Festivo,819,no
Lunes,Agosto,7,Laboral,2102,no
Martes,Agosto,7,Laboral,3756,no
Miércoles,Agosto,7,Laboral,3637,no
Jueves,Agosto,7,Laboral,3614,no
Viernes,Agosto,7,Laboral,3523,no
Sábado,Agosto,7,Víspera,1209,no
Domingo,Agosto,7,Festivo,976,no
Lunes,Agosto,8,Laboral,5673,no
Martes,Agosto,8,Laboral,6625,no
Miércoles,Agosto,8,Laboral,6668,no
Jueves,Agosto,8,Laboral,6463,no
Viernes,Agosto,8,Laboral,6460,no
Sábado,Agosto,8,Víspera,1960,no
Domingo,Agosto,8,Festivo,1316,no
Lunes,Agosto,9,Laboral,4189,no
Martes,Agosto,9,Laboral,6161,no
Miércoles,Agosto,9,Laboral,5918,no
Jueves,Agosto,9,Laboral,6120,no
Viernes,Agosto,9,Laboral,6155,no
Sábado,Agosto,9,Víspera,2949,no
Domingo,Agosto,9,Festivo,1743,no
Lunes,Agosto,10,Laboral,4542,no
Martes,Agosto,10,Laboral,6227,no
Miércoles,Agosto,10,Laboral,5840,no
Jueves,Agosto,10,Laboral,6278,no
Viernes,Agosto,10,Laboral,6167,no
Sábado,Agosto,10,Víspera,3886,no
Domingo,Agosto,10,Festivo,2668,no
Lunes,Agosto,11,Laboral,5242,no
Martes,Agosto,11,Laboral,6386,no
Miércoles,Agosto,11,Laboral,5978,no
Jueves,Agosto,11,Laboral,6402,no
Viernes,Agosto,11,Laboral,6111,no
Sábado,Agosto,11,Víspera,4683,no
Domingo,Agosto,11,Festivo,3836,no
Lunes,Agosto,12,Laboral,6162,no
Martes,Agosto,12,Laboral,6552,no
Miércoles,Agosto,12,Laboral,6536,no
Jueves,Agosto,12,Laboral,6711,no
Viernes,Agosto,12,Laboral,3169,no
Sábado,Agosto,12,Víspera,5798,no
Domingo,Agosto,12,Festivo,4700,no
Lunes,Agosto,13,Laboral,5693,no
Martes,Agosto,13,Laboral,6609,no
Miércoles,Agosto,13,Laboral,6644,no
Jueves,Agosto,13,Laboral,6869,no
Viernes,Agosto,13,Laboral,6797,no
Sábado,Agosto,13,Víspera,6021,no
Domingo,Agosto,13,Festivo,5025,no
Lunes,Agosto,14,Laboral,7150,no
Martes,Agosto,14,Laboral,7292,no
Miércoles,Agosto,14,Laboral,7070,no
Jueves,Agosto,14,Laboral,6657,no
Viernes,Agosto,14,Laboral,7845,no
Sábado,Agosto,14,Víspera,6122,no
Domingo,Agosto,14,Festivo,4894,no
Lunes,Agosto,15,Laboral,6969,no
Martes,Agosto,15,Laboral,7379,no
Miércoles,Agosto,15,Laboral,7239,no
Jueves,Agosto,15,Laboral,7502,no
Viernes,Agosto,15,Laboral,7555,no
Sábado,Agosto,15,Víspera,5327,no
Domingo,Agosto,15,Festivo,4118,no
Lunes,Agosto,16,Laboral,5028,no
Martes,Agosto,16,Laboral,7336,no
Miércoles,Agosto,16,Laboral,6967,no
Jueves,Agosto,16,Laboral,7274,no
Viernes,Agosto,16,Laboral,6929,no
Sábado,Agosto,16,Víspera,4214,no
Domingo,Agosto,16,Festivo,3367,no
Lunes,Agosto,17,Laboral,2583,no
Martes,Agosto,17,Laboral,6888,no
Miércoles,Agosto,17,Laboral,6666,no
Jueves,Agosto,17,Laboral,6250,no
Viernes,Agosto,17,Laboral,6705,no
Sábado,Agosto,17,Víspera,4316,no
Domingo,Agosto,17,Festivo,3878,no
Lunes,Agosto,18,Laboral,1751,no
Martes,Agosto,18,Laboral,6689,no
Miércoles,Agosto,18,Laboral,6363,no
Jueves,Agosto,18,Laboral,6700,no
Viernes,Agosto,18,Laboral,6471,no
Sábado,Agosto,18,Víspera,4780,no
Domingo,Agosto,18,Festivo,4565,no
Lunes,Agosto,19,Laboral,5207,no
Martes,Agosto,19,Laboral,6552,no
Miércoles,Agosto,19,Laboral,5436,no
Jueves,Agosto,19,Laboral,6602,no
Viernes,Agosto,19,Laboral,6235,no
Sábado,Agosto,19,Víspera,4790,no
Domingo,Agosto,19,Festivo,4700,no
Lunes,Agosto,20,Laboral,3479,no
Martes,Agosto,20,Laboral,6151,no
Miércoles,Agosto,20,Laboral,4362,no
Jueves,Agosto,20,Laboral,5887,no
Viernes,Agosto,20,Laboral,5078,no
Sábado,Agosto,20,Víspera,5374,no
Domingo,Agosto,20,Festivo,5046,no
Lunes,Agosto,21,Laboral,3172,no
Martes,Agosto,21,Laboral,5356,no
Miércoles,Agosto,21,Laboral,4897,no
Jueves,Agosto,21,Laboral,5876,no
Viernes,Agosto,21,Laboral,5827,no
Sábado,Agosto,21,Víspera,5348,no
Domingo,Agosto,21,Festivo,4812,no
Lunes,Agosto,22,Laboral,4486,no
Martes,Agosto,22,Laboral,4151,no
Miércoles,Agosto,22,Laboral,4638,no
Jueves,Agosto,22,Laboral,4727,no
Viernes,Agosto,22,Laboral,5213,no
Sábado,Agosto,22,Víspera,4909,no
Domingo,Agosto,22,Festivo,4152,no
Lunes,Agosto,23,Laboral,2874,no
Martes,Agosto,23,Laboral,3054,no
Miércoles,Agosto,23,Laboral,3298,no
Jueves,Agosto,23,Laboral,3240,no
Viernes,Agosto,23,Laboral,3648,no
Sábado,Agosto,23,Víspera,3715,no
Domingo,Agosto,23,Festivo,2773,no
Lunes,Agosto,24,Laboral,1528,no
Martes,Agosto,24,Laboral,1611,no
Miércoles,Agosto,24,Laboral,2173,no
Jueves,Agosto,24,Laboral,1915,no
Viernes,Agosto,24,Laboral,2297,no
Sábado,Agosto,24,Víspera,2324,no
Domingo,Agosto,24,Festivo,2109,no
Lunes,Agosto,1,Festivo,1686,no
Martes,Agosto,1,Laboral,851,no
Miércoles,Agosto,1,Laboral,827,no
Jueves,Agosto,1,Laboral,995,no
Viernes,Agosto,1,Laboral,1080,no
Sábado,Agosto,1,Víspera,1559,no
Domingo,Agosto,1,Festivo,1587,no
Lunes,Agosto,2,Festivo,1160,no
Martes,Agosto,2,Laboral,497,no
Miércoles,Agosto,2,Laboral,486,no
Jueves,Agosto,2,Laboral,542,no
Viernes,Agosto,2,Laboral,597,no
Sábado,Agosto,2,Víspera,1030,no
Domingo,Agosto,2,Festivo,1120,no
Lunes,Agosto,3,Festivo,706,no
Martes,Agosto,3,Laboral,325,no
Miércoles,Agosto,3,Laboral,279,no
Jueves,Agosto,3,Laboral,258,no
Viernes,Agosto,3,Laboral,361,no
Sábado,Agosto,3,Víspera,653,no
Domingo,Agosto,3,Festivo,807,no
Lunes,Agosto,4,Festivo,504,no
Martes,Agosto,4,Laboral,283,no
Miércoles,Agosto,4,Laboral,263,no
Jueves,Agosto,4,Laboral,253,no
Viernes,Agosto,4,Laboral,282,no
Sábado,Agosto,4,Víspera,430,no
Domingo,Agosto,4,Festivo,643,no
Lunes,Agosto,5,Festivo,407,no
Martes,Agosto,5,Laboral,423,no
Miércoles,Agosto,5,Laboral,422,no
Jueves,Agosto,5,Laboral,375,no
Viernes,Agosto,5,Laboral,444,no
Sábado,Agosto,5,Víspera,447,no
Domingo,Agosto,5,Festivo,552,no
Lunes,Agosto,6,Festivo,842,no
Martes,Agosto,6,Laboral,1268,no
Miércoles,Agosto,6,Laboral,1328,no
Jueves,Agosto,6,Laboral,1220,no
Viernes,Agosto,6,Laboral,1288,no
Sábado,Agosto,6,Víspera,876,no
Domingo,Agosto,6,Festivo,784,no
Lunes,Agosto,7,Festivo,1088,no
Martes,Agosto,7,Laboral,3727,no
Miércoles,Agosto,7,Laboral,3678,no
Jueves,Agosto,7,Laboral,3607,no
Viernes,Agosto,7,Laboral,3767,no
Sábado,Agosto,7,Víspera,1239,no
Domingo,Agosto,7,Festivo,988,no
Lunes,Agosto,8,Festivo,1388,no
Martes,Agosto,8,Laboral,6256,no
Miércoles,Agosto,8,Laboral,6147,no
Jueves,Agosto,8,Laboral,6240,no
Viernes,Agosto,8,Laboral,6137,no
Sábado,Agosto,8,Víspera,1820,no
Domingo,Agosto,8,Festivo,1139,no
Lunes,Agosto,9,Festivo,1875,no
Martes,Agosto,9,Laboral,5521,no
Miércoles,Agosto,9,Laboral,5496,no
Jueves,Agosto,9,Laboral,5295,no
Viernes,Agosto,9,Laboral,4713,no
Sábado,Agosto,9,Víspera,2471,no
Domingo,Agosto,9,Festivo,1514,no
Lunes,Agosto,10,Festivo,2864,no
Martes,Agosto,10,Laboral,5361,no
Miércoles,Agosto,10,Laboral,5362,no
Jueves,Agosto,10,Laboral,5215,no
Viernes,Agosto,10,Laboral,4848,no
Sábado,Agosto,10,Víspera,3314,no
Domingo,Agosto,10,Festivo,2504,no
Lunes,Agosto,11,Festivo,3919,no
Martes,Agosto,11,Laboral,5834,no
Miércoles,Agosto,11,Laboral,5637,no
Jueves,Agosto,11,Laboral,5675,no
Viernes,Agosto,11,Laboral,5737,no
Sábado,Agosto,11,Víspera,4298,no
Domingo,Agosto,11,Festivo,3634,no
Lunes,Agosto,12,Festivo,4973,no
Martes,Agosto,12,Laboral,6629,no
Miércoles,Agosto,12,Laboral,6313,no
Jueves,Agosto,12,Laboral,6504,no
Viernes,Agosto,12,Laboral,6579,no
Sábado,Agosto,12,Víspera,5628,no
Domingo,Agosto,12,Festivo,4562,no
Lunes,Agosto,13,Festivo,5421,no
Martes,Agosto,13,Laboral,6792,no
Miércoles,Agosto,13,Laboral,6638,no
Jueves,Agosto,13,Laboral,6660,no
Viernes,Agosto,13,Laboral,6835,no
Sábado,Agosto,13,Víspera,5838,no
Domingo,Agosto,13,Festivo,4905,no
Lunes,Agosto,14,Festivo,5672,no
Martes,Agosto,14,Laboral,7054,no
Miércoles,Agosto,14,Laboral,7026,no
Jueves,Agosto,14,Laboral,7072,no
Viernes,Agosto,14,Laboral,7476,no
Sábado,Agosto,14,Víspera,6126,no
Domingo,Agosto,14,Festivo,5406,no
Lunes,Agosto,15,Festivo,4771,no
Martes,Agosto,15,Laboral,7140,no
Miércoles,Agosto,15,Laboral,7367,no
Jueves,Agosto,15,Laboral,7067,no
Viernes,Agosto,15,Laboral,5754,no
Sábado,Agosto,15,Víspera,5164,no
Domingo,Agosto,15,Festivo,4515,no
Lunes,Agosto,16,Festivo,4222,no
Martes,Agosto,16,Laboral,7257,no
Miércoles,Agosto,16,Laboral,7039,no
Jueves,Agosto,16,Laboral,6554,no
Viernes,Agosto,16,Laboral,6875,no
Sábado,Agosto,16,Víspera,4163,no
Domingo,Agosto,16,Festivo,3827,no
Lunes,Agosto,17,Festivo,4392,no
Martes,Agosto,17,Laboral,6655,no
Miércoles,Agosto,17,Laboral,6683,no
Jueves,Agosto,17,Laboral,6568,no
Viernes,Agosto,17,Laboral,6248,no
Sábado,Agosto,17,Víspera,4292,no
Domingo,Agosto,17,Festivo,4512,no
Lunes,Agosto,18,Festivo,4864,no
Martes,Agosto,18,Laboral,6361,no
Miércoles,Agosto,18,Laboral,6532,no
Jueves,Agosto,18,Laboral,6261,no
Viernes,Agosto,18,Laboral,6221,no
Sábado,Agosto,18,Víspera,4524,no
Domingo,Agosto,18,Festivo,5379,no
Lunes,Agosto,19,Festivo,5055,no
Martes,Agosto,19,Laboral,5538,no
Miércoles,Agosto,19,Laboral,5645,no
Jueves,Agosto,19,Laboral,5571,no
Viernes,Agosto,19,Laboral,5311,no
Sábado,Agosto,19,Víspera,4067,no
Domingo,Agosto,19,Festivo,5425,no
Lunes,Agosto,20,Festivo,5567,no
Martes,Agosto,20,Laboral,5644,no
Miércoles,Agosto,20,Laboral,4365,no
Jueves,Agosto,20,Laboral,4326,no
Viernes,Agosto,20,Laboral,4002,no
Sábado,Agosto,20,Víspera,3640,no
Domingo,Agosto,20,Festivo,5208,no
Lunes,Agosto,21,Festivo,5296,no
Martes,Agosto,21,Laboral,5675,no
Miércoles,Agosto,21,Laboral,5307,no
Jueves,Agosto,21,Laboral,5286,no
Viernes,Agosto,21,Laboral,5329,no
Sábado,Agosto,21,Víspera,4737,no
Domingo,Agosto,21,Festivo,4416,no
Lunes,Agosto,22,Festivo,4118,no
Martes,Agosto,22,Laboral,4227,no
Miércoles,Agosto,22,Laboral,4343,no
Jueves,Agosto,22,Laboral,4685,no
Viernes,Agosto,22,Laboral,4949,no
Sábado,Agosto,22,Víspera,4880,no
Domingo,Agosto,22,Festivo,3779,no
Lunes,Agosto,23,Festivo,2810,no
Martes,Agosto,23,Laboral,2840,no
Miércoles,Agosto,23,Laboral,2967,no
Jueves,Agosto,23,Laboral,3126,no
Viernes,Agosto,23,Laboral,3425,no
Sábado,Agosto,23,Víspera,3469,no
Domingo,Agosto,23,Festivo,2400,no
Lunes,Agosto,24,Festivo,1667,no
Martes,Agosto,24,Laboral,1489,no
Miércoles,Agosto,24,Laboral,1612,no
Jueves,Agosto,24,Laboral,1800,no
Viernes,Agosto,24,Laboral,2111,no
Sábado,Agosto,24,Víspera,2311,no
Domingo,Agosto,24,Festivo,1475,no
Lunes,Agosto,1,Laboral,847,no
Martes,Agosto,1,Laboral,803,no
Miércoles,Agosto,1,Laboral,852,no
Jueves,Agosto,1,Laboral,937,si
Viernes,Agosto,1,Laboral,1028,no
Sábado,Agosto,1,Víspera,1612,no
Domingo,Agosto,1,Festivo,1726,no
Lunes,Agosto,2,Laboral,413,no
Martes,Agosto,2,Laboral,500,no
Miércoles,Agosto,2,Laboral,497,no
Jueves,Agosto,2,Laboral,572,si
Viernes,Agosto,2,Laboral,602,no
Sábado,Agosto,2,Víspera,1097,no
Domingo,Agosto,2,Festivo,1167,no
Lunes,Agosto,3,Laboral,302,no
Martes,Agosto,3,Laboral,318,no
Miércoles,Agosto,3,Laboral,252,no
Jueves,Agosto,3,Laboral,305,si
Viernes,Agosto,3,Laboral,352,no
Sábado,Agosto,3,Víspera,662,no
Domingo,Agosto,3,Festivo,794,no
Lunes,Agosto,4,Laboral,249,no
Martes,Agosto,4,Laboral,284,no
Miércoles,Agosto,4,Laboral,243,no
Jueves,Agosto,4,Laboral,250,si
Viernes,Agosto,4,Laboral,273,no
Sábado,Agosto,4,Víspera,442,no
Domingo,Agosto,4,Festivo,636,no
Lunes,Agosto,5,Laboral,378,no
Martes,Agosto,5,Laboral,391,no
Miércoles,Agosto,5,Laboral,397,no
Jueves,Agosto,5,Laboral,380,si
Viernes,Agosto,5,Laboral,435,no
Sábado,Agosto,5,Víspera,463,no
Domingo,Agosto,5,Festivo,613,no
Lunes,Agosto,6,Laboral,1238,no
Martes,Agosto,6,Laboral,1205,no
Miércoles,Agosto,6,Laboral,1154,no
Jueves,Agosto,6,Laboral,1262,si
Viernes,Agosto,6,Laboral,1218,no
Sábado,Agosto,6,Víspera,834,no
Domingo,Agosto,6,Festivo,866,no
Lunes,Agosto,7,Laboral,3542,no
Martes,Agosto,7,Laboral,3614,no
Miércoles,Agosto,7,Laboral,3533,no
Jueves,Agosto,7,Laboral,3647,si
Viernes,Agosto,7,Laboral,3637,no
Sábado,Agosto,7,Víspera,1154,no
Domingo,Agosto,7,Festivo,985,no
Lunes,Agosto,8,Laboral,6328,no
Martes,Agosto,8,Laboral,6411,no
Miércoles,Agosto,8,Laboral,6453,no
Jueves,Agosto,8,Laboral,6208,si
Viernes,Agosto,8,Laboral,6066,no
Sábado,Agosto,8,Víspera,1813,no
Domingo,Agosto,8,Festivo,1194,no
Lunes,Agosto,9,Laboral,5885,no
Martes,Agosto,9,Laboral,5945,no
Miércoles,Agosto,9,Laboral,5764,no
Jueves,Agosto,9,Laboral,5441,si
Viernes,Agosto,9,Laboral,5843,no
Sábado,Agosto,9,Víspera,2820,no
Domingo,Agosto,9,Festivo,1543,no
Lunes,Agosto,10,Laboral,5531,no
Martes,Agosto,10,Laboral,5203,no
Miércoles,Agosto,10,Laboral,5216,no
Jueves,Agosto,10,Laboral,6142,si
Viernes,Agosto,10,Laboral,5510,no
Sábado,Agosto,10,Víspera,3925,no
Domingo,Agosto,10,Festivo,2471,no
Lunes,Agosto,11,Laboral,5888,no
Martes,Agosto,11,Laboral,6048,no
Miércoles,Agosto,11,Laboral,5626,no
Jueves,Agosto,11,Laboral,5887,si
Viernes,Agosto,11,Laboral,5759,no
Sábado,Agosto,11,Víspera,4798,no
Domingo,Agosto,11,Festivo,3691,no
Lunes,Agosto,12,Laboral,6559,no
Martes,Agosto,12,Laboral,6327,no
Miércoles,Agosto,12,Laboral,6177,no
Jueves,Agosto,12,Laboral,6551,si
Viernes,Agosto,12,Laboral,6709,no
Sábado,Agosto,12,Víspera,5893,no
Domingo,Agosto,12,Festivo,4662,no
Lunes,Agosto,13,Laboral,6595,no
Martes,Agosto,13,Laboral,6514,no
Miércoles,Agosto,13,Laboral,6509,no
Jueves,Agosto,13,Laboral,6572,si
Viernes,Agosto,13,Laboral,6746,no
Sábado,Agosto,13,Víspera,6309,no
Domingo,Agosto,13,Festivo,5120,no
Lunes,Agosto,14,Laboral,6922,no
Martes,Agosto,14,Laboral,6826,no
Miércoles,Agosto,14,Laboral,7104,no
Jueves,Agosto,14,Laboral,7187,si
Viernes,Agosto,14,Laboral,7775,no
Sábado,Agosto,14,Víspera,6571,no
Domingo,Agosto,14,Festivo,5548,no
Lunes,Agosto,15,Laboral,6729,no
Martes,Agosto,15,Laboral,6735,no
Miércoles,Agosto,15,Laboral,7059,no
Jueves,Agosto,15,Laboral,7497,si
Viernes,Agosto,15,Laboral,7966,no
Sábado,Agosto,15,Víspera,5728,no
Domingo,Agosto,15,Festivo,4680,no
Lunes,Agosto,16,Laboral,6640,no
Martes,Agosto,16,Laboral,6687,no
Miércoles,Agosto,16,Laboral,6825,no
Jueves,Agosto,16,Laboral,7138,si
Viernes,Agosto,16,Laboral,7291,no
Sábado,Agosto,16,Víspera,4785,no
Domingo,Agosto,16,Festivo,3630,no
Lunes,Agosto,17,Laboral,6446,no
Martes,Agosto,17,Laboral,6504,no
Miércoles,Agosto,17,Laboral,6610,no
Jueves,Agosto,17,Laboral,6927,si
Viernes,Agosto,17,Laboral,6890,no
Sábado,Agosto,17,Víspera,5016,no
Domingo,Agosto,17,Festivo,4267,no
Lunes,Agosto,18,Laboral,6307,no
Martes,Agosto,18,Laboral,6003,no
Miércoles,Agosto,18,Laboral,6127,no
Jueves,Agosto,18,Laboral,6645,si
Viernes,Agosto,18,Laboral,6570,no
Sábado,Agosto,18,Víspera,5465,no
Domingo,Agosto,18,Festivo,5302,no
Lunes,Agosto,19,Laboral,5560,no
Martes,Agosto,19,Laboral,5201,no
Miércoles,Agosto,19,Laboral,5291,no
Jueves,Agosto,19,Laboral,6640,si
Viernes,Agosto,19,Laboral,6281,no
Sábado,Agosto,19,Víspera,5700,no
Domingo,Agosto,19,Festivo,4999,no
Lunes,Agosto,20,Laboral,4227,no
Martes,Agosto,20,Laboral,4524,no
Miércoles,Agosto,20,Laboral,4167,no
Jueves,Agosto,20,Laboral,5871,si
Viernes,Agosto,20,Laboral,6270,no
Sábado,Agosto,20,Víspera,6166,no
Domingo,Agosto,20,Festivo,4804,no
Lunes,Agosto,21,Laboral,5233,no
Martes,Agosto,21,Laboral,5811,no
Miércoles,Agosto,21,Laboral,5630,no
Jueves,Agosto,21,Laboral,5164,si
Viernes,Agosto,21,Laboral,6836,no
Sábado,Agosto,21,Víspera,5753,no
Domingo,Agosto,21,Festivo,5140,no
Lunes,Agosto,22,Laboral,4517,no
Martes,Agosto,22,Laboral,4468,no
Miércoles,Agosto,22,Laboral,4537,no
Jueves,Agosto,22,Laboral,4449,si
Viernes,Agosto,22,Laboral,4908,no
Sábado,Agosto,22,Víspera,4944,no
Domingo,Agosto,22,Festivo,4162,no
Lunes,Agosto,23,Laboral,2882,no
Martes,Agosto,23,Laboral,3023,no
Miércoles,Agosto,23,Laboral,3053,no
Jueves,Agosto,23,Laboral,2995,si
Viernes,Agosto,23,Laboral,3331,no
Sábado,Agosto,23,Víspera,3428,no
Domingo,Agosto,23,Festivo,2708,no
Lunes,Agosto,24,Laboral,1455,no
Martes,Agosto,24,Laboral,1587,no
Miércoles,Agosto,24,Laboral,1697,no
Jueves,Agosto,24,Laboral,1749,si
Viernes,Agosto,24,Laboral,2856,no
Sábado,Agosto,24,Víspera,2304,no
Domingo,Agosto,24,Festivo,1682,no
Lunes,Agosto,1,Laboral,887,no
Martes,Agosto,1,Laboral,899,no
Miércoles,Agosto,1,Laboral,926,no
Jueves,Septiembre,1,Laboral,885,no
Viernes,Septiembre,1,Laboral,1018,no
Sábado,Septiembre,1,Víspera,1749,no
Domingo,Septiembre,1,Festivo,2004,no
Lunes,Agosto,2,Laboral,490,no
Martes,Agosto,2,Laboral,516,no
Miércoles,Agosto,2,Laboral,484,no
Jueves,Septiembre,2,Laboral,550,no
Viernes,Septiembre,2,Laboral,597,no
Sábado,Septiembre,2,Víspera,1138,no
Domingo,Septiembre,2,Festivo,1263,no
Lunes,Agosto,3,Laboral,297,no
Martes,Agosto,3,Laboral,308,no
Miércoles,Agosto,3,Laboral,268,no
Jueves,Septiembre,3,Laboral,291,no
Viernes,Septiembre,3,Laboral,324,no
Sábado,Septiembre,3,Víspera,761,no
Domingo,Septiembre,3,Festivo,871,no
Lunes,Agosto,4,Laboral,231,no
Martes,Agosto,4,Laboral,267,no
Miércoles,Agosto,4,Laboral,244,no
Jueves,Septiembre,4,Laboral,244,no
Viernes,Septiembre,4,Laboral,269,no
Sábado,Septiembre,4,Víspera,503,no
Domingo,Septiembre,4,Festivo,668,no
Lunes,Agosto,5,Laboral,354,no
Martes,Agosto,5,Laboral,424,no
Miércoles,Agosto,5,Laboral,394,no
Jueves,Septiembre,5,Laboral,436,no
Viernes,Septiembre,5,Laboral,448,no
Sábado,Septiembre,5,Víspera,478,no
